읍면동코드,시도,객체시군구코드,시군구,읍면동명,중심점_longitude,중심점_latitude,순위,시설명,시설_시도,시설_시군구,시설_longitude,시설_latitude,직선거리_km
11140136,서울특별시,11140,중구,묵정동,127.00056493,37.56135236,3,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,21.82
11290118,서울특별시,11290,성북구,동선동3가,127.02068581,37.59393283,1,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,16.57
11290118,서울특별시,11290,성북구,동선동3가,127.02068581,37.59393283,2,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,16.93
11290118,서울특별시,11290,성북구,동선동3가,127.02068581,37.59393283,3,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,23.44
11140159,서울특별시,11140,중구,초동,126.99224039,37.56443205,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,14.36
11140159,서울특별시,11140,중구,초동,126.99224039,37.56443205,2,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,17.55
11140159,서울특별시,11140,중구,초동,126.99224039,37.56443205,3,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,22.58
11140160,서울특별시,11140,중구,인현동1가,126.99433014,37.56459127,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,14.31
11140160,서울특별시,11140,중구,인현동1가,126.99433014,37.56459127,2,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,17.63
11140160,서울특별시,11140,중구,인현동1가,126.99433014,37.56459127,3,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,22.46
11170119,서울특별시,11170,용산구,효창동,126.96093532,37.54279231,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,13.50
11170119,서울특별시,11170,용산구,효창동,126.96093532,37.54279231,2,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,18.47
11170119,서울특별시,11170,용산구,효창동,126.96093532,37.54279231,3,인천가족공원 화장시설,인천광역시,인천광역시,126.72337704,37.48921859,21.78
11140132,서울특별시,11140,중구,충무로4가,126.99582698,37.56232583,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,14.03
11140132,서울특별시,11140,중구,충무로4가,126.99582698,37.56232583,2,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,17.92
11140132,서울특별시,11140,중구,충무로4가,126.99582698,37.56232583,3,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,22.19
11140133,서울특별시,11140,중구,충무로5가,126.99962540,37.56283995,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,13.98
11140133,서울특별시,11140,중구,충무로5가,126.99962540,37.56283995,2,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,18.05
11140133,서울특별시,11140,중구,충무로5가,126.99962540,37.56283995,3,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,22.00
29110127,광주광역시,29110,동구,충장로1가,126.91782624,35.14712983,1,광주영락공원,광주광역시,광주광역시,126.91540900,35.23690498,9.98
29110127,광주광역시,29110,동구,충장로1가,126.91782624,35.14712983,2,재단법인 아름다운청계공원,전라남도,곡성군,127.27116630,35.28003763,35.34
29110127,광주광역시,29110,동구,충장로1가,126.91782624,35.14712983,3,남원시승화원,전북특별자치도,남원시,127.38057466,35.45229233,53.99
11200115,서울특별시,11200,성동구,성수동2가,127.05664183,37.54068502,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,10.85
11200115,서울특별시,11200,성동구,성수동2가,127.05664183,37.54068502,2,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,16.80
11200115,서울특별시,11200,성동구,성수동2가,127.05664183,37.54068502,3,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,23.06
11200101,서울특별시,11200,성동구,상왕십리동,127.02480167,37.56844190,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,14.07
11200101,서울특별시,11200,성동구,상왕십리동,127.02480167,37.56844190,2,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,18.89
11200101,서울특별시,11200,성동구,상왕십리동,127.02480167,37.56844190,3,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,20.97
11200104,서울특별시,11200,성동구,도선동,127.03355225,37.56381186,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,13.46
11200104,서울특별시,11200,성동구,도선동,127.03355225,37.56381186,2,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,19.78
11200104,서울특별시,11200,성동구,도선동,127.03355225,37.56381186,3,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,20.08
11215101,서울특별시,11215,광진구,중곡동,127.08883049,37.56354442,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,13.83
11215101,서울특별시,11215,광진구,중곡동,127.08883049,37.56354442,2,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,17.44
11215101,서울특별시,11215,광진구,중곡동,127.08883049,37.56354442,3,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,23.29
11200109,서울특별시,11200,성동구,금호동1가,127.02499969,37.55357532,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,12.44
11200109,서울특별시,11200,성동구,금호동1가,127.02499969,37.55357532,2,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,19.71
11200109,서울특별시,11200,성동구,금호동1가,127.02499969,37.55357532,3,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,20.19
11200106,서울특별시,11200,성동구,사근동,127.04761065,37.55890463,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,12.85
11200106,서울특별시,11200,성동구,사근동,127.04761065,37.55890463,2,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,18.90
11200106,서울특별시,11200,성동구,사근동,127.04761065,37.55890463,3,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,21.02
29110128,광주광역시,29110,동구,충장로2가,126.91641115,35.14800499,1,광주영락공원,광주광역시,광주광역시,126.91540900,35.23690498,9.89
29110128,광주광역시,29110,동구,충장로2가,126.91641115,35.14800499,2,재단법인 아름다운청계공원,전라남도,곡성군,127.27116630,35.28003763,35.41
29110128,광주광역시,29110,동구,충장로2가,126.91641115,35.14800499,3,남원시승화원,전북특별자치도,남원시,127.38057466,35.45229233,54.03
11200118,서울특별시,11200,성동구,송정동,127.06208140,37.55318042,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,12.27
11200118,서울특별시,11200,성동구,송정동,127.06208140,37.55318042,2,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,17.64
11200118,서울특별시,11200,성동구,송정동,127.06208140,37.55318042,3,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,22.35
11215109,서울특별시,11215,광진구,군자동,127.07367159,37.55303375,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,12.40
11215109,서울특별시,11215,광진구,군자동,127.07367159,37.55303375,2,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,17.06
11215109,서울특별시,11215,광진구,군자동,127.07367159,37.55303375,3,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,23.09
29110131,광주광역시,29110,동구,금남로1가,126.91911425,35.14783178,1,광주영락공원,광주광역시,광주광역시,126.91540900,35.23690498,9.91
29110131,광주광역시,29110,동구,금남로1가,126.91911425,35.14783178,2,재단법인 아름다운청계공원,전라남도,곡성군,127.27116630,35.28003763,35.20
29110131,광주광역시,29110,동구,금남로1가,126.91911425,35.14783178,3,남원시승화원,전북특별자치도,남원시,127.38057466,35.45229233,53.85
11200108,서울특별시,11200,성동구,응봉동,127.03391865,37.55092864,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,12.04
11200108,서울특별시,11200,성동구,응봉동,127.03391865,37.55092864,2,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,18.96
11200108,서울특별시,11200,성동구,응봉동,127.03391865,37.55092864,3,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,20.91
11200105,서울특별시,11200,성동구,마장동,127.04074303,37.56735920,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,13.81
11200105,서울특별시,11200,성동구,마장동,127.04074303,37.56735920,2,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,19.92
11200105,서울특별시,11200,성동구,마장동,127.04074303,37.56735920,3,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,20.01
11200107,서울특별시,11200,성동구,행당동,127.03596609,37.55766013,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,12.76
11200107,서울특별시,11200,성동구,행당동,127.03596609,37.55766013,2,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,19.42
11200107,서울특별시,11200,성동구,행당동,127.03596609,37.55766013,3,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,20.44
11215104,서울특별시,11215,광진구,광장동,127.10471436,37.54782433,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,12.63
11215104,서울특별시,11215,광진구,광장동,127.10471436,37.54782433,2,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,15.27
11215104,서울특별시,11215,광진구,광장동,127.10471436,37.54782433,3,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,25.49
11200103,서울특별시,11200,성동구,홍익동,127.03226557,37.56650963,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,13.77
11200103,서울특별시,11200,성동구,홍익동,127.03226557,37.56650963,2,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,19.48
11200103,서울특별시,11200,성동구,홍익동,127.03226557,37.56650963,3,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,20.39
11290120,서울특별시,11290,성북구,동선동5가,127.01669377,37.59629392,1,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,16.13
11290120,서울특별시,11290,성북구,동선동5가,127.01669377,37.59629392,2,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,17.24
11290120,서울특별시,11290,성북구,동선동5가,127.01669377,37.59629392,3,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,23.86
11170104,서울특별시,11170,용산구,갈월동,126.97236371,37.54540508,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,13.20
11170104,서울특별시,11170,용산구,갈월동,126.97236371,37.54540508,2,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,18.59
11170104,서울특별시,11170,용산구,갈월동,126.97236371,37.54540508,3,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,22.53
11290130,서울특별시,11290,성북구,보문동1가,127.01967177,37.58649943,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,16.12
11290130,서울특별시,11290,성북구,보문동1가,127.01967177,37.58649943,2,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,17.09
11290130,서울특별시,11290,성북구,보문동1가,127.01967177,37.58649943,3,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,22.83
29110134,광주광역시,29110,동구,금남로4가,126.91516378,35.15093481,1,광주영락공원,광주광역시,광주광역시,126.91540900,35.23690498,9.56
29110134,광주광역시,29110,동구,금남로4가,126.91516378,35.15093481,2,재단법인 아름다운청계공원,전라남도,곡성군,127.27116630,35.28003763,35.38
29110134,광주광역시,29110,동구,금남로4가,126.91516378,35.15093481,3,남원시승화원,전북특별자치도,남원시,127.38057466,35.45229233,53.91
11170125,서울특별시,11170,용산구,한강로2가,126.96859722,37.53154105,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,12.09
11170125,서울특별시,11170,용산구,한강로2가,126.96859722,37.53154105,2,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,19.88
11170125,서울특별시,11170,용산구,한강로2가,126.96859722,37.53154105,3,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,21.90
11170117,서울특별시,11170,용산구,원효로3가,126.95766435,37.53432852,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,12.92
11170117,서울특별시,11170,용산구,원효로3가,126.95766435,37.53432852,2,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,19.26
11170117,서울특별시,11170,용산구,원효로3가,126.95766435,37.53432852,3,인천가족공원 화장시설,인천광역시,인천광역시,126.72337704,37.48921859,21.26
26110111,부산광역시,26110,중구,동광동1가,129.03572390,35.09911537,1,부산영락공원,부산광역시,금정구,129.11102220,35.29143466,22.45
26110111,부산광역시,26110,중구,동광동1가,129.03572390,35.09911537,2,김해추모의공원,경상남도,김해시,128.82211902,35.24307806,25.16
26110111,부산광역시,26110,중구,동광동1가,129.03572390,35.09911537,3,창원시립상복공원,경상남도,창원시,128.63623797,35.18624320,37.59
11170116,서울특별시,11170,용산구,청암동,126.94669805,37.53450679,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,13.55
11170116,서울특별시,11170,용산구,청암동,126.94669805,37.53450679,2,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,18.94
11170116,서울특별시,11170,용산구,청암동,126.94669805,37.53450679,3,인천가족공원 화장시설,인천광역시,인천광역시,126.72337704,37.48921859,20.33
11290110,서울특별시,11290,성북구,동소문동7가,127.01419184,37.59632431,1,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,15.97
11290110,서울특별시,11290,성북구,동소문동7가,127.01419184,37.59632431,2,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,17.28
11290110,서울특별시,11290,성북구,동소문동7가,127.01419184,37.59632431,3,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,23.99
11170121,서울특별시,11170,용산구,용문동,126.95967671,37.53764687,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,13.10
11170121,서울특별시,11170,용산구,용문동,126.95967671,37.53764687,2,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,18.97
11170121,서울특별시,11170,용산구,용문동,126.95967671,37.53764687,3,인천가족공원 화장시설,인천광역시,인천광역시,126.72337704,37.48921859,21.53
26110132,부산광역시,26110,중구,창선동2가,129.02856168,35.09953976,1,부산영락공원,부산광역시,금정구,129.11102220,35.29143466,22.62
26110132,부산광역시,26110,중구,창선동2가,129.02856168,35.09953976,2,김해추모의공원,경상남도,김해시,128.82211902,35.24307806,24.63
26110132,부산광역시,26110,중구,창선동2가,129.02856168,35.09953976,3,창원시립상복공원,경상남도,창원시,128.63623797,35.18624320,36.95
11170126,서울특별시,11170,용산구,용산동3가,126.97693670,37.53186083,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,11.70
11170126,서울특별시,11170,용산구,용산동3가,126.97693670,37.53186083,2,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,20.13
11170126,서울특별시,11170,용산구,용산동3가,126.97693670,37.53186083,3,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,21.31
11290107,서울특별시,11290,성북구,동소문동4가,127.01062791,37.59174883,1,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,16.12
11290107,서울특별시,11290,성북구,동소문동4가,127.01062791,37.59174883,2,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,16.84
11290107,서울특별시,11290,성북구,동소문동4가,127.01062791,37.59174883,3,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,23.78
11170135,서울특별시,11170,용산구,용산동6가,126.98482096,37.51864123,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,10.09
11170135,서울특별시,11170,용산구,용산동6가,126.98482096,37.51864123,2,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,19.92
11170135,서울특별시,11170,용산구,용산동6가,126.98482096,37.51864123,3,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,21.76
11170101,서울특별시,11170,용산구,후암동,126.98062014,37.54989733,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,13.28
11170101,서울특별시,11170,용산구,후암동,126.98062014,37.54989733,2,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,18.45
11170101,서울특별시,11170,용산구,후암동,126.98062014,37.54989733,3,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,22.27
11170129,서울특별시,11170,용산구,이촌동,126.96653216,37.51745337,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,10.97
11170129,서울특별시,11170,용산구,이촌동,126.96653216,37.51745337,2,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,21.23
11170129,서울특별시,11170,용산구,이촌동,126.96653216,37.51745337,3,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,21.29
46110155,전라남도,46110,목포시,금화동,126.37747011,34.78093584,1,목포추모공원,전라남도,목포시,126.41085189,34.83443933,6.68
46110155,전라남도,46110,목포시,금화동,126.37747011,34.78093584,2,남도광역추모공원,전라남도,해남군,126.44455533,34.57421741,23.79
46110155,전라남도,46110,목포시,금화동,126.37747011,34.78093584,3,광주영락공원,광주광역시,광주광역시,126.91540900,35.23690498,70.50
11170132,서울특별시,11170,용산구,동빙고동,126.99514360,37.52446258,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,10.18
11170132,서울특별시,11170,용산구,동빙고동,126.99514360,37.52446258,2,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,19.53
11170132,서울특별시,11170,용산구,동빙고동,126.99514360,37.52446258,3,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,21.56
26110133,부산광역시,26110,중구,광복동1가,129.03445793,35.09872896,1,부산영락공원,부산광역시,금정구,129.11102220,35.29143466,22.53
26110133,부산광역시,26110,중구,광복동1가,129.03445793,35.09872896,2,김해추모의공원,경상남도,김해시,128.82211902,35.24307806,25.10
26110133,부산광역시,26110,중구,광복동1가,129.03445793,35.09872896,3,창원시립상복공원,경상남도,창원시,128.63623797,35.18624320,37.49
11170103,서울특별시,11170,용산구,용산동4가,126.98518300,37.53053654,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,11.20
11170103,서울특별시,11170,용산구,용산동4가,126.98518300,37.53053654,2,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,20.56
11170103,서울특별시,11170,용산구,용산동4가,126.98518300,37.53053654,3,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,20.63
11215105,서울특별시,11215,광진구,자양동,127.07451574,37.53169237,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,10.09
11215105,서울특별시,11215,광진구,자양동,127.07451574,37.53169237,2,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,15.05
11215105,서울특별시,11215,광진구,자양동,127.07451574,37.53169237,3,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,24.85
11230104,서울특별시,11230,동대문구,전농동,127.05573522,37.57974088,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,15.18
11230104,서울특별시,11230,동대문구,전농동,127.05573522,37.57974088,2,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,19.91
11230104,서울특별시,11230,동대문구,전농동,127.05573522,37.57974088,3,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,20.42
11230109,서울특별시,11230,동대문구,휘경동,127.06452596,37.58821100,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,16.17
11230109,서울특별시,11230,동대문구,휘경동,127.06452596,37.58821100,2,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,19.90
11230109,서울특별시,11230,동대문구,휘경동,127.06452596,37.58821100,3,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,20.86
11170133,서울특별시,11170,용산구,서빙고동,126.99131147,37.51862465,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,9.78
11170133,서울특별시,11170,용산구,서빙고동,126.99131147,37.51862465,2,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,19.44
11170133,서울특별시,11170,용산구,서빙고동,126.99131147,37.51862465,3,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,21.99
11230107,서울특별시,11230,동대문구,청량리동,127.04528480,37.58880324,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,16.18
11230107,서울특별시,11230,동대문구,청량리동,127.04528480,37.58880324,2,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,18.55
11230107,서울특별시,11230,동대문구,청량리동,127.04528480,37.58880324,3,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,21.76
11230108,서울특별시,11230,동대문구,회기동,127.05145322,37.59374398,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,16.73
11230108,서울특별시,11230,동대문구,회기동,127.05145322,37.59374398,2,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,18.62
11230108,서울특별시,11230,동대문구,회기동,127.05145322,37.59374398,3,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,21.96
11230106,서울특별시,11230,동대문구,장안동,127.07002335,37.57020698,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,14.23
11230106,서울특별시,11230,동대문구,장안동,127.07002335,37.57020698,2,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,18.87
11230106,서울특별시,11230,동대문구,장안동,127.07002335,37.57020698,3,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,21.55
11230110,서울특별시,11230,동대문구,이문동,127.06325173,37.59945844,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,17.41
11230110,서울특별시,11230,동대문구,이문동,127.06325173,37.59945844,2,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,19.07
11230110,서울특별시,11230,동대문구,이문동,127.06325173,37.59945844,3,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,22.02
11230101,서울특별시,11230,동대문구,신설동,127.02555795,37.57495338,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,14.78
11230101,서울특별시,11230,동대문구,신설동,127.02555795,37.57495338,2,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,18.39
11230101,서울특별시,11230,동대문구,신설동,127.02555795,37.57495338,3,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,21.49
11230103,서울특별시,11230,동대문구,제기동,127.03723651,37.58377336,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,15.65
11230103,서울특별시,11230,동대문구,제기동,127.03723651,37.58377336,2,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,18.40
11230103,서울특별시,11230,동대문구,제기동,127.03723651,37.58377336,3,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,21.68
11170118,서울특별시,11170,용산구,원효로4가,126.95070307,37.53254748,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,13.16
11170118,서울특별시,11170,용산구,원효로4가,126.95070307,37.53254748,2,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,19.26
11170118,서울특별시,11170,용산구,원효로4가,126.95070307,37.53254748,3,인천가족공원 화장시설,인천광역시,인천광역시,126.72337704,37.48921859,20.62
11170131,서울특별시,11170,용산구,한남동,127.00513306,37.53752854,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,11.16
11170131,서울특별시,11170,용산구,한남동,127.00513306,37.53752854,2,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,19.73
11170131,서울특별시,11170,용산구,한남동,127.00513306,37.53752854,3,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,20.70
48129109,경상남도,48120,창원시,무송동,128.66577279,35.14444175,1,창원시립상복공원,경상남도,창원시,128.63623797,35.18624320,5.37
48129109,경상남도,48120,창원시,무송동,128.66577279,35.14444175,2,창원시립마산화장장,경상남도,창원시,128.50859539,35.13408177,14.34
48129109,경상남도,48120,창원시,무송동,128.66577279,35.14444175,3,김해추모의공원,경상남도,김해시,128.82211902,35.24307806,17.95
11170107,서울특별시,11170,용산구,동자동,126.97243918,37.55207502,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,13.84
11170107,서울특별시,11170,용산구,동자동,126.97243918,37.55207502,2,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,17.92
11170107,서울특별시,11170,용산구,동자동,126.97243918,37.55207502,3,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,22.98
11230102,서울특별시,11230,동대문구,용두동,127.03429147,37.57572051,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,14.78
11230102,서울특별시,11230,동대문구,용두동,127.03429147,37.57572051,2,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,18.85
11230102,서울특별시,11230,동대문구,용두동,127.03429147,37.57572051,3,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,21.10
11230105,서울특별시,11230,동대문구,답십리동,127.05666565,37.57099990,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,14.21
11230105,서울특별시,11230,동대문구,답십리동,127.05666565,37.57099990,2,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,19.55
11230105,서울특별시,11230,동대문구,답십리동,127.05666565,37.57099990,3,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,20.62
11260101,서울특별시,11260,중랑구,면목동,127.08922074,37.58237799,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,15.87
11260101,서울특별시,11260,중랑구,면목동,127.08922074,37.58237799,2,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,19.34
11260101,서울특별시,11260,중랑구,면목동,127.08922074,37.58237799,3,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,22.03
11260104,서울특별시,11260,중랑구,묵동,127.07976864,37.61272394,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,19.04
11260104,서울특별시,11260,중랑구,묵동,127.07976864,37.61272394,2,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,19.52
11260104,서울특별시,11260,중랑구,묵동,127.07976864,37.61272394,3,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,22.77
11260102,서울특별시,11260,중랑구,상봉동,127.08711861,37.59847657,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,17.58
11260102,서울특별시,11260,중랑구,상봉동,127.08711861,37.59847657,2,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,20.88
11260102,서울특별시,11260,중랑구,상봉동,127.08711861,37.59847657,3,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,21.06
11260106,서울특별시,11260,중랑구,신내동,127.10080846,37.61260523,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,19.38
11260106,서울특별시,11260,중랑구,신내동,127.10080846,37.61260523,2,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,21.16
11260106,서울특별시,11260,중랑구,신내동,127.10080846,37.61260523,3,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,22.14
11200111,서울특별시,11200,성동구,금호동3가,127.01968602,37.54975718,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,12.11
11200111,서울특별시,11200,성동구,금호동3가,127.01968602,37.54975718,2,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,19.72
11200111,서울특별시,11200,성동구,금호동3가,127.01968602,37.54975718,3,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,20.25
11200122,서울특별시,11200,성동구,용답동,127.05635880,37.56146679,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,13.15
11200122,서울특별시,11200,성동구,용답동,127.05635880,37.56146679,2,성남시장례문화사업소,경기도,성남시,127.17523286,37.42243387,18.68
11200122,서울특별시,11200,성동구,용답동,127.05635880,37.56146679,3,서울시립승화원,서울특별시,서울특별시,126.88595352,37.69794445,21.34
11200102,서울특별시,11200,성동구,하왕십리동,127.02801694,37.56396299,1,서울추모공원,서울특별시,서울특별시,127.04862919,37.44332103,13.54
